home,away,home_goals,away_goals,played_on,neutral,competition_weight
Canada,England,0,1,2025-03-25,1,1.0
Japan,Canada,0,1,2025-03-25,1,1.0
Croatia,Mexico,0,0,2025-03-25,1,1.0
Italy,England,0,0,2025-03-25,1,1.0
Brazil,Spain,1,0,2025-03-25,0,0.8
Belgium,Uruguay,4,2,2025-03-26,0,0.8
Ghana,France,3,3,2025-03-26,0,0.8
Argentina,South Korea,2,0,2025-03-27,1,1.0
Morocco,Denmark,2,0,2025-03-27,0,0.8
Spain,Italy,3,1,2025-03-27,0,0.8
USA,Switzerland,1,1,2025-03-27,0,0.8
Italy,Canada,2,1,2025-03-27,0,0.8
Uruguay,Switzerland,4,1,2025-03-27,0,0.8
Switzerland,Spain,1,3,2025-03-27,0,0.8
Canada,USA,1,3,2025-03-28,0,0.8
Uruguay,Ghana,4,2,2025-03-28,0,0.8
France,Denmark,1,0,2025-03-28,1,1.0
Japan,Uruguay,1,2,2025-03-28,0,0.8
England,Croatia,0,2,2025-03-28,0,0.8
Switzerland,Poland,2,1,2025-03-28,1,1.0
Brazil,Croatia,2,0,2025-03-28,0,0.8
Senegal,Ghana,0,1,2025-03-29,0,0.8
Morocco,Netherlands,2,4,2025-03-29,0,0.8
Poland,Brazil,1,2,2025-03-30,0,0.8
Germany,Spain,2,0,2025-03-30,0,0.8
Japan,Denmark,3,2,2025-03-30,0,0.8
Netherlands,England,1,0,2025-03-30,1,1.0
Mexico,Uruguay,2,3,2025-03-30,0,0.8
Netherlands,Croatia,3,3,2025-03-30,1,1.0
France,Portugal,5,1,2025-03-30,0,0.8
Canada,Brazil,0,5,2025-03-31,0,0.8
USA,Belgium,1,1,2025-03-31,0,0.8
Netherlands,Argentina,2,1,2025-03-31,0,0.8
Denmark,Ghana,1,2,2025-03-31,1,1.0
England,Croatia,1,1,2025-03-31,0,0.8
Morocco,South Korea,5,1,2025-04-01,0,0.8
Germany,Senegal,6,1,2025-04-01,0,0.8
Spain,Canada,2,0,2025-04-01,0,0.8
France,England,1,0,2025-04-01,0,0.8
Argentina,England,0,1,2025-04-01,0,0.8
Brazil,Canada,5,1,2025-04-02,0,0.8
Germany,Brazil,0,0,2025-04-02,0,0.8
Argentina,Portugal,1,1,2025-04-02,0,0.8
Australia,Mexico,2,1,2025-04-02,1,1.0
Belgium,South Korea,4,2,2025-04-02,0,0.8
Spain,Switzerland,1,0,2025-04-02,1,1.0
Netherlands,Australia,1,0,2025-04-03,1,1.0
Croatia,Argentina,0,2,2025-04-03,0,0.8
Italy,Portugal,3,1,2025-04-03,0,0.8
USA,Ghana,2,0,2025-04-04,0,0.8
Ghana,Denmark,0,2,2025-04-04,1,1.0
Senegal,USA,0,1,2025-04-04,0,0.8
Netherlands,France,0,1,2025-04-04,0,0.8
Spain,Ghana,3,0,2025-04-04,1,1.0
Italy,Australia,4,1,2025-04-05,0,0.8
Uruguay,Morocco,3,4,2025-04-05,0,0.8
Brazil,South Korea,1,1,2025-04-05,0,0.8
Italy,Switzerland,1,1,2025-04-05,0,0.8
Canada,Uruguay,0,1,2025-04-05,1,1.0
Netherlands,Australia,3,1,2025-04-05,0,0.8
Croatia,Uruguay,2,1,2025-04-05,0,0.8
Poland,Denmark,0,2,2025-04-05,0,0.8
Switzerland,Uruguay,1,2,2025-04-05,1,1.0
Netherlands,Spain,2,2,2025-04-05,0,0.8
Germany,Australia,2,1,2025-04-06,0,0.8
Croatia,USA,1,1,2025-04-06,0,0.8
Argentina,Croatia,4,0,2025-04-06,1,1.0
Belgium,South Korea,6,1,2025-04-06,0,0.8
Netherlands,Australia,5,2,2025-04-06,0,0.8
Argentina,USA,3,1,2025-04-06,0,0.8
Japan,Argentina,0,2,2025-04-07,0,0.8
Brazil,Spain,1,0,2025-04-07,1,1.0
Spain,France,2,1,2025-04-07,0,0.8
England,Australia,3,1,2025-04-07,1,1.0
Switzerland,France,0,3,2025-04-07,0,0.8
Belgium,Poland,1,1,2025-04-07,0,0.8
Croatia,Netherlands,0,1,2025-04-07,0,0.8
Argentina,England,4,0,2025-04-07,0,0.8
Senegal,Uruguay,2,2,2025-04-08,0,0.8
Netherlands,Argentina,0,0,2025-04-08,1,1.0
Argentina,Poland,3,1,2025-04-08,0,0.8
Denmark,Belgium,4,0,2025-04-08,0,0.8
England,Belgium,1,1,2025-04-09,1,1.0
USA,Mexico,1,2,2025-04-09,0,0.8
Switzerland,Belgium,1,1,2025-04-09,0,0.8
Senegal,Italy,0,1,2025-04-09,0,0.8
Ghana,South Korea,1,3,2025-04-09,1,1.0
Mexico,USA,0,0,2025-04-09,1,1.0
Spain,Ghana,5,0,2025-04-09,0,0.8
Japan,South Korea,1,0,2025-04-10,0,0.8
Ghana,Australia,2,1,2025-04-10,0,0.8
USA,Denmark,4,0,2025-04-10,0,0.8
Switzerland,England,0,0,2025-04-11,0,0.8
Morocco,Argentina,0,2,2025-04-11,0,0.8
Italy,Japan,2,1,2025-04-11,0,0.8
Uruguay,Belgium,1,1,2025-04-11,0,0.8
Japan,Denmark,0,0,2025-04-12,0,0.8
Spain,South Korea,3,0,2025-04-12,0,0.8
Switzerland,Mexico,2,0,2025-04-12,0,0.8
Portugal,Germany,2,0,2025-04-12,1,1.0
Spain,Croatia,1,2,2025-04-12,1,1.0
Mexico,South Korea,1,1,2025-04-12,0,0.8
Switzerland,Senegal,5,0,2025-04-13,0,0.8
Croatia,Netherlands,0,2,2025-04-13,0,0.8
Switzerland,England,0,0,2025-04-13,0,0.8
Germany,Morocco,3,1,2025-04-13,0,0.8
Mexico,Morocco,0,1,2025-04-13,0,0.8
Netherlands,Uruguay,2,0,2025-04-13,0,0.8
Japan,Uruguay,1,0,2025-04-13,1,1.0
Denmark,Poland,1,0,2025-04-13,0,0.8
Italy,Switzerland,1,1,2025-04-13,1,1.0
Belgium,Brazil,1,2,2025-04-13,0,0.8
Japan,Mexico,2,2,2025-04-14,0,0.8
Spain,Canada,3,0,2025-04-14,0,0.8
Morocco,Portugal,2,2,2025-04-14,0,0.8
Mexico,Poland,3,2,2025-04-14,0,0.8
Australia,Belgium,2,2,2025-04-14,0,0.8
France,Belgium,5,2,2025-04-15,0,0.8
South Korea,Brazil,0,2,2025-04-15,1,1.0
Switzerland,Ghana,4,1,2025-04-15,0,0.8
Italy,Japan,2,3,2025-04-15,0,0.8
Canada,Portugal,0,1,2025-04-15,0,0.8
Uruguay,South Korea,2,1,2025-04-15,0,0.8
Brazil,Germany,2,4,2025-04-16,0,0.8
Canada,Germany,1,2,2025-04-16,0,0.8
Netherlands,Denmark,2,3,2025-04-16,1,1.0
Portugal,Brazil,2,0,2025-04-16,0,0.8
Canada,Ghana,2,3,2025-04-16,0,0.8
Argentina,Senegal,0,1,2025-04-16,1,1.0
Uruguay,Croatia,1,3,2025-04-16,0,0.8
Switzerland,USA,3,1,2025-04-17,1,1.0
Senegal,Ghana,0,0,2025-04-17,0,0.8
Japan,Ghana,1,2,2025-04-17,1,1.0
Japan,Netherlands,1,0,2025-04-18,0,0.8
England,Belgium,1,1,2025-04-18,0,0.8
Italy,Germany,1,1,2025-04-18,0,0.8
Brazil,Netherlands,1,2,2025-04-18,1,1.0
Morocco,France,1,0,2025-04-18,0,0.8
Italy,England,1,2,2025-04-18,0,0.8
Croatia,South Korea,3,1,2025-04-18,0,0.8
Japan,Morocco,0,1,2025-04-19,1,1.0
Morocco,Australia,1,0,2025-04-19,1,1.0
Germany,Spain,1,1,2025-04-19,1,1.0
England,Portugal,0,0,2025-04-20,0,0.8
France,Poland,1,1,2025-04-20,1,1.0
Portugal,Croatia,1,1,2025-04-20,1,1.0
Ghana,Netherlands,0,3,2025-04-20,0,0.8
Denmark,South Korea,2,0,2025-04-20,0,0.8
England,Spain,2,0,2025-04-20,0,0.8
Netherlands,Switzerland,1,3,2025-04-20,0,0.8
Switzerland,Italy,3,0,2025-04-20,0,0.8
France,Italy,0,0,2025-04-20,1,1.0
France,Spain,3,1,2025-04-21,1,1.0
Netherlands,Germany,1,2,2025-04-22,1,1.0
Senegal,Uruguay,2,0,2025-04-22,1,1.0
Switzerland,Belgium,0,2,2025-04-22,1,1.0
Uruguay,Japan,0,1,2025-04-22,1,1.0
Morocco,Belgium,1,3,2025-04-22,0,0.8
Spain,Argentina,1,0,2025-04-22,0,0.8
Italy,Mexico,1,0,2025-04-22,0,0.8
England,Australia,0,1,2025-04-22,1,1.0
Brazil,Denmark,4,0,2025-04-22,0,0.8
Uruguay,USA,2,1,2025-04-23,0,0.8
Brazil,Netherlands,1,2,2025-04-23,0,0.8
Canada,France,4,2,2025-04-23,0,0.8
USA,Italy,1,0,2025-04-24,0,0.8
Senegal,Poland,1,3,2025-04-24,0,0.8
Brazil,Portugal,0,0,2025-04-24,0,0.8
Denmark,England,0,1,2025-04-24,0,0.8
Australia,Croatia,1,2,2025-04-24,0,0.8
Argentina,Italy,0,0,2025-04-24,1,1.0
Canada,Brazil,3,4,2025-04-25,0,0.8
Poland,South Korea,1,1,2025-04-25,0,0.8
Poland,Italy,1,1,2025-04-25,0,0.8
Japan,South Korea,1,0,2025-04-25,0,0.8
Denmark,Germany,0,1,2025-04-26,1,1.0
Denmark,Brazil,0,0,2025-04-26,0,0.8
Mexico,Argentina,1,2,2025-04-26,0,0.8
Switzerland,Poland,3,2,2025-04-26,0,0.8
Portugal,Senegal,1,1,2025-04-26,0,0.8
Argentina,Uruguay,1,0,2025-04-26,0,0.8
Portugal,Ghana,4,1,2025-04-26,0,0.8
Italy,Ghana,4,0,2025-04-26,1,1.0
Netherlands,Spain,2,1,2025-04-27,1,1.0
Italy,Uruguay,0,2,2025-04-28,1,1.0
Senegal,Netherlands,1,1,2025-04-28,0,0.8
South Korea,Italy,1,3,2025-04-28,0,0.8
Ghana,Portugal,0,3,2025-04-28,1,1.0
Australia,Ghana,1,1,2025-04-28,0,0.8
Brazil,Argentina,5,1,2025-04-29,0,0.8
Morocco,Senegal,1,0,2025-04-29,0,0.8
Portugal,Canada,5,3,2025-04-29,0,0.8
Spain,Portugal,1,3,2025-04-30,1,1.0
Netherlands,Japan,1,1,2025-04-30,1,1.0
Japan,Brazil,3,0,2025-04-30,0,0.8
Poland,South Korea,1,0,2025-04-30,0,0.8
Uruguay,Croatia,3,0,2025-05-01,0,0.8
Poland,Uruguay,0,2,2025-05-01,0,0.8
Switzerland,Italy,0,1,2025-05-01,0,0.8
Australia,France,1,0,2025-05-02,0,0.8
Spain,Italy,2,1,2025-05-02,1,1.0
Argentina,South Korea,2,1,2025-05-02,1,1.0
Australia,Senegal,1,3,2025-05-02,0,0.8
Belgium,Morocco,1,2,2025-05-02,0,0.8
Italy,Canada,7,1,2025-05-02,0,0.8
England,Belgium,0,1,2025-05-02,0,0.8
Denmark,Italy,0,2,2025-05-03,1,1.0
Poland,Ghana,4,1,2025-05-03,0,0.8
Canada,Morocco,0,2,2025-05-03,0,0.8
Japan,Uruguay,2,1,2025-05-03,0,0.8
Italy,Belgium,2,0,2025-05-04,0,0.8
South Korea,Switzerland,1,1,2025-05-04,0,0.8
Denmark,Spain,0,2,2025-05-05,0,0.8
Belgium,Senegal,2,0,2025-05-05,1,1.0
Portugal,France,0,1,2025-05-05,0,0.8
Portugal,Switzerland,1,1,2025-05-05,0,0.8
South Korea,Argentina,2,0,2025-05-05,0,0.8
Uruguay,Spain,0,4,2025-05-05,0,0.8
Croatia,Morocco,1,1,2025-05-05,1,1.0
Italy,Australia,3,0,2025-05-06,0,0.8
Switzerland,South Korea,3,0,2025-05-06,0,0.8
England,Uruguay,1,0,2025-05-06,1,1.0
Netherlands,Germany,1,2,2025-05-06,0,0.8
Argentina,Netherlands,2,1,2025-05-06,1,1.0
Denmark,Uruguay,4,1,2025-05-06,0,0.8
Argentina,Denmark,2,0,2025-05-06,1,1.0
Switzerland,USA,2,3,2025-05-07,0,0.8
France,Australia,3,0,2025-05-07,1,1.0
England,Australia,0,0,2025-05-07,0,0.8
Italy,Brazil,0,0,2025-05-08,0,0.8
England,Portugal,3,0,2025-05-08,0,0.8
Poland,Spain,1,0,2025-05-08,1,1.0
France,Morocco,5,1,2025-05-08,0,0.8
Mexico,Canada,2,3,2025-05-08,0,0.8
Portugal,Germany,3,0,2025-05-09,1,1.0
Italy,Mexico,2,2,2025-05-09,1,1.0
Ghana,England,0,3,2025-05-09,0,0.8
Portugal,Ghana,5,0,2025-05-10,0,0.8
Ghana,Spain,2,2,2025-05-10,0,0.8
USA,Croatia,1,1,2025-05-10,0,0.8
Australia,Japan,4,1,2025-05-10,0,0.8
Canada,Portugal,1,3,2025-05-11,0,0.8
Croatia,Poland,4,1,2025-05-11,0,0.8
Argentina,Brazil,1,2,2025-05-11,0,0.8
England,Croatia,1,0,2025-05-11,0,0.8
Uruguay,Mexico,1,2,2025-05-11,1,1.0
South Korea,Uruguay,1,2,2025-05-12,1,1.0
Japan,Germany,0,0,2025-05-12,0,0.8
Canada,USA,0,1,2025-05-12,1,1.0
Senegal,Portugal,0,1,2025-05-12,0,0.8
France,Morocco,2,0,2025-05-12,1,1.0
Morocco,Japan,0,0,2025-05-12,1,1.0
South Korea,Croatia,3,2,2025-05-13,0,0.8
Croatia,Italy,5,1,2025-05-13,0,0.8
Netherlands,Australia,2,0,2025-05-13,0,0.8
Italy,Poland,1,0,2025-05-14,1,1.0
Netherlands,Argentina,1,1,2025-05-14,1,1.0
Japan,Morocco,1,1,2025-05-14,0,0.8
Poland,Croatia,0,2,2025-05-14,0,0.8
Switzerland,France,1,3,2025-05-15,0,0.8
Germany,USA,1,0,2025-05-15,0,0.8
Poland,Australia,0,0,2025-05-15,1,1.0
Switzerland,Senegal,0,2,2025-05-15,0,0.8
Germany,Denmark,2,1,2025-05-15,0,0.8
South Korea,Spain,1,2,2025-05-15,1,1.0
USA,Denmark,0,4,2025-05-15,1,1.0
France,Italy,1,2,2025-05-15,0,0.8
Australia,Portugal,3,2,2025-05-15,0,0.8
Morocco,Canada,0,2,2025-05-15,0,0.8
Spain,Uruguay,4,1,2025-05-16,0,0.8
Denmark,Spain,1,0,2025-05-16,0,0.8
Japan,Portugal,1,0,2025-05-16,0,0.8
Switzerland,Belgium,1,2,2025-05-17,0,0.8
Argentina,Ghana,3,0,2025-05-17,0,0.8
Poland,Italy,0,2,2025-05-17,1,1.0
South Korea,Canada,1,1,2025-05-17,1,1.0
Netherlands,Ghana,5,2,2025-05-17,0,0.8
Senegal,Portugal,0,3,2025-05-17,0,0.8
Denmark,Croatia,2,2,2025-05-17,0,0.8
South Korea,Senegal,0,2,2025-05-17,0,0.8
Uruguay,Italy,2,3,2025-05-17,0,0.8
Mexico,Germany,0,1,2025-05-17,1,1.0
Ghana,France,0,2,2025-05-17,0,0.8
Netherlands,France,3,1,2025-05-17,0,0.8
Japan,Senegal,3,0,2025-05-18,0,0.8
Canada,Belgium,1,2,2025-05-18,1,1.0
Netherlands,South Korea,2,0,2025-05-18,0,0.8
Argentina,Ghana,5,2,2025-05-18,0,0.8
Poland,England,0,6,2025-05-18,0,0.8
Denmark,Australia,1,0,2025-05-18,0,0.8
South Korea,Denmark,2,1,2025-05-18,0,0.8
England,Japan,0,0,2025-05-18,1,1.0
Ghana,Australia,0,1,2025-05-18,0,0.8
England,Mexico,1,0,2025-05-18,0,0.8
Poland,South Korea,2,1,2025-05-19,1,1.0
Argentina,Australia,3,0,2025-05-19,1,1.0
Belgium,Italy,1,1,2025-05-19,0,0.8
Belgium,South Korea,3,0,2025-05-19,1,1.0
Brazil,Argentina,0,1,2025-05-20,1,1.0
Belgium,Ghana,3,0,2025-05-20,0,0.8
Australia,England,1,1,2025-05-20,1,1.0
Denmark,Ghana,0,0,2025-05-20,0,0.8
Portugal,Brazil,1,0,2025-05-20,0,0.8
Uruguay,Canada,2,0,2025-05-20,0,0.8
Japan,Ghana,3,1,2025-05-21,0,0.8
Australia,Brazil,0,0,2025-05-21,1,1.0
Brazil,Australia,3,0,2025-05-22,0,0.8
Argentina,Switzerland,3,0,2025-05-22,0,0.8
Argentina,Switzerland,0,0,2025-05-22,0,0.8
Belgium,France,1,1,2025-05-23,0,0.8
Germany,Croatia,3,2,2025-05-23,1,1.0
Brazil,USA,2,0,2025-05-23,1,1.0
Canada,Denmark,2,2,2025-05-23,0,0.8
Belgium,Australia,4,1,2025-05-24,0,0.8
USA,Canada,2,1,2025-05-24,1,1.0
Portugal,Ghana,1,3,2025-05-25,0,0.8
Japan,France,0,1,2025-05-25,1,1.0
Poland,Spain,0,1,2025-05-25,0,0.8
Canada,Morocco,1,6,2025-05-25,1,1.0
Portugal,Spain,2,1,2025-05-25,0,0.8
Portugal,Ghana,5,0,2025-05-25,0,0.8
Japan,Mexico,0,2,2025-05-25,0,0.8
Switzerland,USA,1,0,2025-05-26,0,0.8
Denmark,Italy,1,3,2025-05-26,1,1.0
Mexico,Italy,0,0,2025-05-26,1,1.0
Germany,Senegal,4,2,2025-05-26,0,0.8
Croatia,Argentina,2,2,2025-05-26,1,1.0
Spain,Argentina,0,0,2025-05-26,0,0.8
Croatia,England,2,2,2025-05-26,0,0.8
Argentina,South Korea,2,2,2025-05-26,0,0.8
Spain,France,2,0,2025-05-26,1,1.0
Uruguay,Japan,0,0,2025-05-27,0,0.8
Netherlands,USA,2,0,2025-05-27,0,0.8
England,USA,3,1,2025-05-27,1,1.0
Morocco,Poland,3,0,2025-05-27,0,0.8
Denmark,Germany,2,0,2025-05-27,0,0.8
South Korea,Canada,2,1,2025-05-27,1,1.0
South Korea,Senegal,4,2,2025-05-27,0,0.8
Argentina,Portugal,1,0,2025-05-27,0,0.8
England,Germany,1,0,2025-05-27,0,0.8
Brazil,Ghana,1,0,2025-05-28,0,0.8
Brazil,England,1,2,2025-05-28,0,0.8
Brazil,Italy,0,2,2025-05-28,0,0.8
Portugal,Canada,2,0,2025-05-28,0,0.8
Denmark,Ghana,2,0,2025-05-28,0,0.8
Canada,Argentina,0,3,2025-05-28,1,1.0
Netherlands,Denmark,3,1,2025-05-29,0,0.8
Argentina,Australia,1,1,2025-05-29,1,1.0
Ghana,Portugal,0,1,2025-05-29,1,1.0
Netherlands,Mexico,2,0,2025-05-29,0,0.8
Morocco,Brazil,3,2,2025-05-29,0,0.8
Mexico,Canada,1,1,2025-05-29,0,0.8
Uruguay,France,1,0,2025-05-29,0,0.8
Brazil,Spain,3,0,2025-05-29,1,1.0
Netherlands,Germany,3,1,2025-05-30,1,1.0
Uruguay,Belgium,0,1,2025-05-30,0,0.8
Argentina,Senegal,5,0,2025-05-30,0,0.8
Belgium,Denmark,2,0,2025-05-30,0,0.8
Belgium,Croatia,4,2,2025-05-30,0,0.8
Portugal,Germany,5,0,2025-05-31,0,0.8
South Korea,USA,0,0,2025-05-31,1,1.0
Croatia,Italy,0,2,2025-05-31,1,1.0
Mexico,Spain,0,2,2025-05-31,0,0.8
Canada,Uruguay,3,2,2025-05-31,0,0.8
Ghana,Senegal,0,0,2025-06-01,0,0.8
Switzerland,Ghana,1,0,2025-06-01,1,1.0
Netherlands,Denmark,2,2,2025-06-01,0,0.8
USA,Uruguay,1,3,2025-06-02,1,1.0
Morocco,Brazil,0,1,2025-06-02,0,0.8
Italy,England,0,1,2025-06-02,0,0.8
Australia,Denmark,0,2,2025-06-02,1,1.0
Ghana,France,0,0,2025-06-02,1,1.0
Canada,Ghana,3,0,2025-06-03,1,1.0
Switzerland,Italy,0,1,2025-06-03,0,0.8
Germany,Italy,2,0,2025-06-04,0,0.8
Mexico,South Korea,6,0,2025-06-04,0,0.8
France,Japan,2,0,2025-06-04,1,1.0
Portugal,Germany,1,1,2025-06-04,0,0.8
Portugal,South Korea,0,0,2025-06-04,0,0.8
Belgium,Croatia,2,2,2025-06-05,0,0.8
Japan,USA,0,1,2025-06-05,0,0.8
Canada,Croatia,0,0,2025-06-05,1,1.0
Brazil,Netherlands,4,2,2025-06-05,0,0.8
Italy,Canada,1,1,2025-06-06,0,0.8
Japan,Mexico,0,2,2025-06-06,0,0.8
Argentina,Canada,4,2,2025-06-06,0,0.8
Italy,Spain,0,1,2025-06-06,1,1.0
England,Brazil,0,0,2025-06-06,1,1.0
Japan,Portugal,0,2,2025-06-06,0,0.8
Argentina,South Korea,3,2,2025-06-07,1,1.0
Italy,Brazil,1,0,2025-06-07,0,0.8
Belgium,Poland,4,0,2025-06-07,0,0.8
Uruguay,Canada,1,0,2025-06-08,1,1.0
Uruguay,Australia,1,1,2025-06-08,1,1.0
Uruguay,Switzerland,2,1,2025-06-09,1,1.0
Uruguay,Belgium,4,1,2025-06-09,1,1.0
South Korea,England,1,1,2025-06-09,1,1.0
Switzerland,Denmark,0,2,2025-06-09,0,0.8
England,Japan,2,0,2025-06-10,0,0.8
Japan,Denmark,0,2,2025-06-10,1,1.0
Portugal,Switzerland,1,1,2025-06-10,0,0.8
Australia,France,1,3,2025-06-10,0,0.8
Ghana,Senegal,2,0,2025-06-11,1,1.0
France,Japan,1,2,2025-06-11,0,0.8
USA,England,3,0,2025-06-11,1,1.0
France,Senegal,1,1,2025-06-11,0,0.8
Morocco,USA,2,0,2025-06-11,0,0.8
USA,Mexico,2,0,2025-06-11,0,0.8
Argentina,Croatia,2,2,2025-06-11,0,0.8
Argentina,Denmark,3,0,2025-06-11,0,0.8
Portugal,Senegal,3,0,2025-06-12,1,1.0
Denmark,Australia,4,1,2025-06-12,0,0.8
Australia,Denmark,0,1,2025-06-12,1,1.0
Morocco,Mexico,4,2,2025-06-12,0,0.8
Spain,Portugal,1,0,2025-06-12,0,0.8
Morocco,Brazil,2,6,2025-06-12,0,0.8
Denmark,Canada,2,1,2025-06-13,1,1.0
Mexico,South Korea,0,1,2025-06-13,0,0.8
Belgium,Germany,2,0,2025-06-13,1,1.0
England,Senegal,3,2,2025-06-13,0,0.8
Japan,South Korea,0,1,2025-06-13,0,0.8
Ghana,Netherlands,1,2,2025-06-13,0,0.8
Australia,Morocco,2,1,2025-06-13,0,0.8
Australia,Croatia,0,0,2025-06-13,0,0.8
Croatia,Canada,3,0,2025-06-13,0,0.8
Italy,Australia,0,2,2025-06-13,1,1.0
Mexico,Uruguay,2,1,2025-06-14,1,1.0
Japan,Belgium,2,1,2025-06-14,0,0.8
France,Belgium,1,0,2025-06-14,0,0.8
Senegal,France,0,3,2025-06-14,1,1.0
Ghana,Belgium,1,5,2025-06-15,1,1.0
Germany,Ghana,1,2,2025-06-15,1,1.0
Japan,Brazil,1,5,2025-06-16,0,0.8
Croatia,Switzerland,1,2,2025-06-16,1,1.0
Denmark,Belgium,0,3,2025-06-16,1,1.0
Uruguay,Morocco,0,2,2025-06-16,0,0.8
Japan,Morocco,0,5,2025-06-16,1,1.0
Italy,Brazil,2,0,2025-06-16,1,1.0
Japan,Netherlands,1,2,2025-06-17,0,0.8
Croatia,Canada,4,1,2025-06-17,0,0.8
France,Switzerland,1,1,2025-06-17,0,0.8
Mexico,Australia,2,0,2025-06-17,0,0.8
Germany,England,0,1,2025-06-17,1,1.0
USA,Morocco,0,0,2025-06-17,1,1.0
USA,Portugal,1,3,2025-06-18,0,0.8
Japan,France,1,2,2025-06-18,0,0.8
Croatia,Canada,2,1,2025-06-18,0,0.8
Argentina,Australia,2,1,2025-06-18,0,0.8
Poland,Ghana,2,0,2025-06-18,0,0.8
USA,Switzerland,0,4,2025-06-19,0,0.8
Morocco,Netherlands,0,2,2025-06-19,0,0.8
Switzerland,Ghana,4,2,2025-06-19,0,0.8
Netherlands,Germany,2,1,2025-06-19,1,1.0
Ghana,Australia,1,0,2025-06-19,0,0.8
Canada,Ghana,3,0,2025-06-19,0,0.8
Croatia,Germany,4,0,2025-06-19,0,0.8
Canada,England,1,2,2025-06-19,0,0.8
Japan,Brazil,0,3,2025-06-19,1,1.0
Canada,Italy,0,1,2025-06-20,0,0.8
Croatia,England,0,0,2025-06-20,0,0.8
Morocco,Mexico,2,0,2025-06-20,0,0.8
Italy,Belgium,2,0,2025-06-20,0,0.8
Portugal,Canada,4,3,2025-06-21,0,0.8
Belgium,Ghana,5,1,2025-06-21,0,0.8
Belgium,Spain,0,3,2025-06-21,0,0.8
Poland,Mexico,1,0,2025-06-21,0,0.8
Senegal,Canada,7,0,2025-06-21,0,0.8
Argentina,Switzerland,1,0,2025-06-22,1,1.0
Ghana,Denmark,1,2,2025-06-22,0,0.8
France,Morocco,1,1,2025-06-22,0,0.8
USA,Poland,1,1,2025-06-23,0,0.8
Senegal,Poland,2,2,2025-06-23,0,0.8
South Korea,Argentina,0,2,2025-06-23,1,1.0
Croatia,Senegal,2,0,2025-06-23,0,0.8
Portugal,Belgium,1,0,2025-06-23,0,0.8
Italy,Brazil,2,0,2025-06-23,0,0.8
Argentina,Spain,3,4,2025-06-23,0,0.8
Belgium,Brazil,0,2,2025-06-23,0,0.8
Belgium,Senegal,0,1,2025-06-24,1,1.0
Poland,Croatia,3,1,2025-06-24,0,0.8
Poland,Brazil,1,1,2025-06-24,0,0.8
England,Brazil,1,2,2025-06-24,0,0.8
Uruguay,Morocco,1,0,2025-06-25,0,0.8
Brazil,Argentina,2,0,2025-06-25,0,0.8
Croatia,Mexico,2,0,2025-06-25,1,1.0
Belgium,Netherlands,1,1,2025-06-25,1,1.0
Mexico,France,1,3,2025-06-25,0,0.8
Argentina,Belgium,0,2,2025-06-25,1,1.0
France,Brazil,1,1,2025-06-25,0,0.8
Mexico,Brazil,2,1,2025-06-25,1,1.0
Germany,Japan,3,1,2025-06-25,0,0.8
Belgium,Senegal,7,0,2025-06-26,0,0.8
Brazil,Switzerland,2,1,2025-06-26,0,0.8
Denmark,Argentina,0,1,2025-06-26,0,0.8
Australia,Netherlands,0,2,2025-06-26,1,1.0
Morocco,Argentina,4,1,2025-06-27,0,0.8
Brazil,South Korea,2,1,2025-06-27,1,1.0
Canada,Poland,0,1,2025-06-27,0,0.8
Argentina,Brazil,3,1,2025-06-27,0,0.8
Canada,Switzerland,1,2,2025-06-27,0,0.8
South Korea,Morocco,1,0,2025-06-27,0,0.8
Portugal,Brazil,2,1,2025-06-27,0,0.8
Germany,Spain,2,1,2025-06-28,0,0.8
South Korea,Germany,2,2,2025-06-28,1,1.0
Switzerland,Italy,2,0,2025-06-28,0,0.8
Argentina,Japan,3,1,2025-06-29,0,0.8
Mexico,USA,1,0,2025-06-29,1,1.0
Poland,Spain,1,1,2025-06-30,1,1.0
Germany,France,1,3,2025-06-30,0,0.8
France,Netherlands,2,1,2025-06-30,0,0.8
Canada,Uruguay,2,0,2025-06-30,0,0.8
France,USA,3,0,2025-06-30,1,1.0
Australia,Croatia,0,1,2025-07-01,0,0.8
Uruguay,Netherlands,1,1,2025-07-01,0,0.8
Italy,Netherlands,1,1,2025-07-01,0,0.8
USA,Portugal,0,3,2025-07-02,0,0.8
England,Brazil,2,0,2025-07-02,0,0.8
Belgium,Brazil,1,0,2025-07-02,0,0.8
Senegal,USA,1,2,2025-07-03,1,1.0
Uruguay,Mexico,1,2,2025-07-03,1,1.0
Ghana,Australia,4,0,2025-07-03,0,0.8
Switzerland,Italy,0,0,2025-07-03,0,0.8
Croatia,Brazil,1,2,2025-07-03,1,1.0
France,Croatia,1,1,2025-07-03,0,0.8
Australia,Italy,1,0,2025-07-03,0,0.8
Netherlands,Ghana,0,2,2025-07-04,1,1.0
England,Argentina,1,1,2025-07-04,0,0.8
Japan,Denmark,1,0,2025-07-04,0,0.8
South Korea,France,0,3,2025-07-05,1,1.0
USA,France,1,1,2025-07-05,1,1.0
Mexico,Brazil,0,3,2025-07-05,0,0.8
Denmark,Italy,0,1,2025-07-05,1,1.0
Italy,Belgium,1,0,2025-07-05,0,0.8
Canada,Australia,2,4,2025-07-06,0,0.8
Brazil,France,3,1,2025-07-06,0,0.8
Argentina,South Korea,5,1,2025-07-06,0,0.8
